1452111857 0
1452113138 175
1452113593 176
1452119443 176
1452119513 177
1452119651 177
1452119891 194
1452119987 194
1452168905 216
1452169642 216
1452185752 416
1452186626 420
1452188104 416
1452188208 399
1452188449 399
1452276993 405
1452277157 491
1452277189 664
1452277241 589
1452277270 627
1452277519 629
1452277742 630
1452277975 630
1452278722 630
1452359483 662
1452359549 662
1452359625 668
1452359684 671
1452370417 684
1452370454 692
1452370482 693
1452370518 694
1452370555 754
1452871110 957
1452871989 957
1452962325 957
1452962357 961
1452962380 961
1452962403 961
1452962431 961
1452962473 999
1452962497 1014
1452962546 1028
1453040906 1031
1453042005 1032
1453042037 1042
1453059011 1045
1453059041 1043
1453059086 1101
1453059182 1103
1453216613 1411
1453733150 1411
1453811201 1411
1453812605 1609
1453815273 1935
1453815997 1938
1453845261 1942
1453923677 2310
1453928023 2310
1453936919 2481
1453937068 2482
1453938030 2490
1453938123 2482
1453972273 2482
1453976426 2486
1453976476 2485
1453977893 2489
1453978173 2489
1453999709 2489
1453999822 2489
1454051347 2489
1454051523 2559
1454052277 2559
1454067612 2559
1454067637 2571
1454067867 2571
1454069383 2571
1454074915 3620
1454076884 3646
1454078439 3642
1454312968 3651
1454313006 3651
1454314959 3664
1454341140 3665
1454402269 3654
1454405898 3652
1454417149 3658
1454423427 3709
1454423521 3709
1454423848 3715
1454423877 3715
1454426356 3711
1454427505 3712
1454429618 3721
1454429698 3721
1454444549 3737
1454591823 3733
1454601600 3734
1454601621 3745
1454601647 3761
1454601663 3765
1454601685 3769
1454601722 3769
1454601756 3833
1454601830 3833
1454617659 3839
1454617690 3847
1454617714 3847
1454617731 3849
1454618119 3875
1454639220 3878
1454639709 3859
1454768172 3859
1454797716 3876
1454854828 3876
1454854990 3876
1454855294 3876
1454855418 3876
1454855568 3876
1454976139 3898
1455015501 4020
1455016852 4012
1455017442 4028
1455017462 4026
1455027379 4021
1455027398 4022
1455027420 4054
1455027436 4054
1455047726 4083
1455047746 4089
1455047763 4089
1455047780 4095
1455058070 4101
1455058089 4119
1455195617 4118
1455195635 4122
1455195671 4142
1455200047 4088
1455200140 4086
1455200174 4083
1455200208 4086
1455200237 4277
1455319983 4278
1455319997 4278
1455320013 4375
1455320038 4420
1455320061 4396
1455320080 4404
1455320117 4404
1455320139 4465
1455320164 4549
1455320334 5010
1455321254 4549
1455369839 4549
1455369869 4556
1455370096 4631
1455370262 4631
1455370544 4631
1455387108 4634
1455387144 4635
1455387174 4635
1455387189 4636
1455387210 4651
1455387233 4666
1455547444 4666
1455557518 4674
1455618286 4665
1455618307 4665
1455620554 4730
1455620601 4785
1455629029 4840
1455629277 4877
1455630613 4894
1455630711 4920
1455630792 4920
1455636736 4966
1455638007 4978
1455638022 4978
1455638602 4980
1455639272 4983
1455641973 5018
1455642009 5035
1455712542 5037
1455791354 5037
1455793109 5037
1455806587 5037
1455806679 5037
1455807165 5194
1455809647 5194
1455811368 5279
1455812700 5279
1455815038 5381
1455835188 5542
1455866720 5492
1455868255 5492
1455871272 5508
1455871330 5508
1455871366 5508
1455875648 5508
1456067531 5565
1456073143 5519
1456078877 5541
1456082929 5539
1456082949 5358
1456161770 5320
1456161784 5217
1456161883 5260
1456161915 5375
1456232743 5375
1456232777 5375
1456232802 5392
1456232834 5444
1456232855 5533
1456245137 5533
1456245151 5537
1456245168 5541
1456245183 5482
1456331453 5482
1456331473 5480
1456331509 5482
1456331545 5657
1457082339 2743
1457083052 2743
1457176959 2743
1457178459 2743
1457178622 2743
1457179084 2739
1457180219 2746
1457181275 2820
1457181360 2823
1457181679 2829
1457181790 2833
1457189586 2802
1457470605 2802
1457474199 2823
1457529040 5670
1457529150 5668
1457710904 5683
1457710957 5707
1457711336 5707
1457711402 5707
1457711474 5707
1457711537 5704
1457724336 5704
1457724389 5915
1457724415 6028
1457724819 5534
1457724859 5532
1457728904 5532
1457728922 5528
1457728979 5442
1457729018 5442
1457729876 5482
