1452109537 6 0 0 0 0 0 0 0
1452110442 173 0 0 0 0 0 0 0
1452110606 173 0 0 0 0 0 0 0
1452111274 175 0 0 0 0 0 0 0
1452111655 342 0 0 0 0 0 0 0
1452111857 342 0 0 0 0 0 0 0
1452111869 342 0 0 0 1 0 0 0
1452113138 342 0 0 0 1 0 0 0
1452113593 342 0 0 0 1 0 0 0
1452119443 342 0 0 0 1 0 0 0
1452119513 342 0 0 0 2 0 0 0
1452119651 342 0 0 0 3 0 0 0
1452119891 359 0 0 0 3 0 0 0
1452119987 359 0 0 0 4 0 0 0
1452168905 386 0 0 0 4 0 0 0
1452169642 386 0 0 0 4 0 0 0
1452185752 796 0 0 0 4 0 0 0
1452186626 796 0 0 0 4 0 0 0
1452188104 796 0 0 0 4 0 0 0
1452188208 797 0 0 0 4 0 0 0
1452188449 799 0 0 0 4 0 0 0
1452276993 805 0 0 0 4 0 0 0
1452277157 891 0 0 0 4 0 0 0
1452277189 1064 0 0 0 4 0 0 0
1452277241 1064 0 0 0 4 0 0 0
1452277270 1107 0 0 0 4 0 0 0
1452277519 1109 0 0 0 4 0 0 0
1452277742 1111 0 0 0 4 0 0 0
1452277975 1111 0 0 0 4 0 0 0
1452278722 1114 0 0 0 4 0 0 0
1452359483 1146 0 0 0 4 0 0 0
1452359549 1147 0 0 0 4 0 0 0
1452359625 1153 0 0 0 4 0 0 0
1452359684 1158 0 0 0 4 0 0 0
1452370417 1172 0 0 0 4 0 0 0
1452370454 1181 0 0 0 4 0 0 0
1452370482 1182 0 0 0 4 0 0 0
1452370518 1185 0 0 0 4 0 0 0
1452370555 1301 0 0 0 4 0 0 0
1452871110 1301 203 0 0 4 0 0 0
1452871989 1301 209 0 0 4 0 0 0
1452962325 1301 209 0 0 4 0 0 0
1452962357 1306 209 0 0 4 0 0 0
1452962380 1314 209 0 0 4 0 0 0
1452962403 1315 209 0 0 4 0 0 0
1452962431 1316 209 0 0 4 0 0 0
1452962473 1387 209 0 0 4 0 0 0
1452962497 1402 209 0 0 4 0 0 0
1452962546 1416 209 0 0 4 0 0 0
1453040906 1424 209 0 0 4 0 0 0
1453042005 1429 209 0 0 4 0 0 0
1453042037 1440 209 0 0 4 0 0 0
1453059011 1445 209 0 0 4 0 0 0
1453059041 1449 209 0 0 4 0 0 0
1453059086 1541 209 0 0 4 0 0 0
1453059182 1543 209 0 0 4 0 0 0
1453216613 1543 209 0 0 4 314 0 0
1453733150 1543 209 0 0 4 314 0 0
1453811201 1543 209 0 0 4 314 0 0
1453812605 1543 407 0 0 4 314 0 0
1453815273 1869 407 0 0 4 314 0 0
1453815997 1869 411 0 0 4 314 0 0
1453845261 1888 411 0 0 4 314 0 0
1453923677 2256 411 0 0 4 314 0 0
1453928023 2256 411 0 0 4 314 0 0
1453936919 2465 411 0 0 4 314 0 0
1453937068 2470 411 0 0 4 314 0 0
1453938030 2470 411 0 0 4 314 0 0
1453938123 2470 411 0 0 4 314 0 0
1453972273 2470 416 0 0 4 314 0 0
1453974030 2470 416 4 0 4 314 0 0
1453976426 2470 432 4 0 4 314 0 0
1453976476 2470 432 4 0 4 314 0 0
1453977893 2470 432 8 0 4 314 0 0
1453978173 2470 437 8 0 4 314 0 0
1453999709 2470 437 8 0 4 314 0 0
1453999822 2470 437 8 0 4 314 0 0
1454015381 2470 437 8 0 4 314 0 0
1454051347 2470 437 8 0 4 314 0 0
1454051523 2758 437 8 0 4 314 0 0
1454052277 2758 437 8 0 4 314 0 0
1454067612 2758 437 8 0 4 314 0 0
1454067622 2758 561 8 0 4 314 0 0
1454067637 2758 561 8 0 4 314 0 0
1454067867 2775 561 8 0 4 314 0 0
1454069383 2775 561 8 0 4 314 0 0
1454074915 2775 1685 8 0 4 314 0 0
1454076884 2804 1685 8 0 4 314 0 0
1454078439 2804 1715 8 0 4 314 0 0
1454312968 2804 1726 8 0 4 314 0 0
1454313006 2804 1727 8 0 4 314 0 0
1454314959 2804 1744 8 0 4 314 0 0
1454341140 2804 1769 8 0 4 314 0 0
1454402269 2804 1799 8 0 4 314 0 0
1454405898 2804 1799 10 0 4 314 0 0
1454417149 3046 1799 10 0 4 314 0 0
1454423427 3104 1799 10 0 4 314 0 0
1454423521 3106 1799 10 0 4 314 0 0
1454423848 3122 1799 10 0 4 314 0 0
1454423877 3122 1799 10 0 4 314 0 0
1454426356 3122 1799 10 0 4 314 0 0
1454427505 3136 1799 10 0 4 314 0 0
1454429618 3149 1799 10 0 4 314 0 0
1454429698 3150 1799 10 0 4 314 0 0
1454444549 3178 1799 10 0 4 314 0 0
1454591823 3196 1799 10 0 4 314 0 0
1454601319 3196 1799 10 0 4 314 0 0
1454601600 3197 1799 10 0 4 314 0 0
1454601621 3216 1799 10 0 4 314 0 0
1454601647 3232 1799 10 0 4 314 0 0
1454601663 3236 1799 10 0 4 314 0 0
1454601685 3241 1799 10 0 4 314 0 0
1454601722 3253 1799 10 0 4 314 0 0
1454601756 3317 1799 10 0 4 314 0 0
1454601830 3317 1799 10 0 4 314 0 0
1454617659 3334 1799 10 0 4 314 0 0
1454617690 3347 1799 10 0 4 314 0 0
1454617714 3349 1799 10 0 4 314 0 0
1454617731 3355 1799 10 0 4 314 0 0
1454618119 3381 1799 10 0 4 314 0 0
1454639220 3389 1799 10 0 4 314 0 0
1454639709 3394 1799 10 0 4 314 0 0
1454768172 3395 1799 10 0 4 314 0 0
1454797716 3467 1799 10 0 4 314 0 0
1454854828 3469 1799 10 0 4 314 0 0
1454854990 3470 1799 10 0 4 314 0 0
1454855294 3470 1799 10 0 7 314 0 0
1454855418 3470 1799 10 0 8 314 0 0
1454855568 3470 1799 10 0 11 314 0 0
1454976139 4658 1799 10 0 11 314 0 0
1455015501 4793 1799 10 0 11 314 0 0
1455016852 4801 1799 10 0 11 314 0 0
1455017442 4818 1799 10 0 11 314 0 0
1455017462 4824 1799 10 0 11 314 0 0
1455027379 4826 1799 10 0 11 314 0 0
1455027398 4830 1799 10 0 11 314 0 0
1455027420 4871 1799 10 0 11 314 0 0
1455027436 4872 1799 10 0 11 314 0 0
1455047726 4901 1799 10 0 11 314 0 0
1455047746 4908 1799 10 0 11 314 0 0
1455047763 4909 1799 10 0 11 314 0 0
1455047780 4920 1799 10 0 11 314 0 0
1455058070 4932 1799 10 0 11 314 0 0
1455058089 4957 1799 10 0 11 314 0 0
1455195617 4957 1799 10 0 11 314 0 0
1455195635 4964 1799 10 0 11 314 0 0
1455195671 4991 1799 10 0 11 314 0 0
1455200047 5011 1799 10 0 11 314 0 0
1455200140 5012 1799 10 0 11 314 0 0
1455200174 5015 1799 10 0 11 314 0 0
1455200208 5018 1799 10 0 11 314 0 0
1455200237 5313 1799 10 0 11 314 0 0
1455213462 5313 1799 471 0 11 314 0 0
1455213936 5313 1799 471 0 11 314 0 0
1455319983 5319 1799 471 0 11 314 0 0
1455319997 5321 1799 471 0 11 314 0 0
1455320013 5418 1799 471 0 11 314 0 0
1455320038 5463 1799 471 0 11 314 0 0
1455320061 5555 1799 471 0 11 314 0 0
1455320080 5569 1799 471 0 11 314 0 0
1455320117 5570 1799 471 0 11 314 0 0
1455320139 5631 1799 471 0 11 314 0 0
1455320164 5715 1799 471 0 11 314 0 0
1455320334 5715 1799 471 0 11 314 0 0
1455321254 5715 1799 471 0 11 314 0 0
1455369839 5715 1799 471 0 11 314 0 0
1455369869 5723 1799 471 0 11 314 0 0
1455370096 5881 1799 471 0 11 314 0 0
1455370262 5881 1799 471 0 11 314 0 0
1455370544 5882 1799 471 0 11 314 0 0
1455387108 5886 1799 471 0 11 314 0 0
1455387144 5891 1799 471 0 11 314 0 0
1455387174 5892 1799 471 0 11 314 0 0
1455387189 5893 1799 471 0 11 314 0 0
1455387210 5908 1799 471 0 11 314 0 0
1455387233 5951 1799 471 0 11 314 0 0
1455547444 5951 1799 471 0 11 314 0 0
1455557518 5963 1799 471 0 11 314 0 0
1455616014 5963 1799 471 0 11 314 0 0
1455618286 5963 1809 471 0 11 314 0 0
1455618307 5963 1809 471 0 11 314 0 0
1455619686 5994 1809 471 0 11 314 0 0
1455619710 5999 1809 471 0 11 314 0 0
1455619803 5999 1809 471 0 11 314 0 0
1455620154 6014 1809 471 0 11 314 0 0
1455620536 6026 1809 471 0 11 314 0 0
1455620554 6026 1809 471 0 11 400 0 0
1455620601 6026 1809 471 0 11 400 0 0
1455629029 6085 1809 471 0 11 400 0 0
1455629277 6085 1860 471 0 11 400 0 0
1455630538 6110 1860 471 0 11 400 0 0
1455630613 6110 1884 471 0 11 400 0 0
1455630711 6110 1912 471 0 11 400 0 0
1455630792 6110 1912 471 0 11 400 0 0
1455636736 6110 1979 471 0 11 400 0 0
1455636810 6111 1979 471 0 11 400 0 0
1455636844 6111 1979 471 0 11 400 0 0
1455638007 6111 1998 471 0 11 400 0 0
1455638022 6111 1998 471 0 11 400 0 0
1455638602 6111 2002 471 0 11 400 0 0
1455639272 6111 2016 471 0 11 400 0 0
1455641711 6134 2016 471 0 11 400 0 0
1455641973 6134 2053 471 0 11 400 0 0
1455642009 6134 2053 471 0 11 400 0 0
1455712542 6134 2103 471 0 11 400 0 0
1455791354 6134 2103 471 0 11 400 0 0
1455793109 6134 2103 471 0 11 400 0 0
1455793158 6134 2103 471 0 11 400 0 0
1455793289 6134 2103 471 0 11 400 0 0
1455793529 6134 2103 471 0 11 400 0 0
1455806587 6134 2103 471 0 11 400 0 0
1455806679 6134 2103 471 0 11 400 0 0
1455807165 6291 2103 471 0 11 400 0 0
1455809647 6291 2103 471 0 11 400 0 0
1455811368 6291 2103 556 0 11 400 0 0
